fid,customer_name,account_site_nbr,state,latitude,longitude,new_tgt_cnt_4mi,new_tgt_cnt_3mi,new_tgt_cnt_2mi
21263,Family Dollar,"8152554",NC,35.144,-77.706,,,
21264,Family Dollar,"5832894",NC,35.152,-78.107,,,
21265,Walmart,"5878257",NC,35.866,-78.847,,,
21266,Walmart,"25491083",NC,35.867,-78.843,,,
21267,Walmart,"5872924",NC,35.867,-78.847,,,
21268,Ahold Delhaize,"42773802",NC,35.869192,-78.718669,5,5,3
21269,Ahold Delhaize,"66129826",NC,35.872,-78.719,5,5,3
21270,Target,"5509465",NC,35.872,-78.719,5,5,3
21271,Walmart,"2606254",NC,35.891,-78.803,5,5,3
21272,Ahold Delhaize,"63946491",NC,35.897,-78.725,7,2,
21273,Ahold Delhaize,"6451307",NC,35.897,-78.724,6,2,
21274,Ahold Delhaize,"10334877",NC,35.899,-78.897,12,10,2
21275,Walmart,"6045330",NC,35.899,-78.866,3,2,1
21276,Ahold Delhaize,"42773756",NC,35.89907,-78.898312,12,11,2
21277,Ahold Delhaize,"64309789",NC,35.9,-78.897,12,10,2
21278,Target,"42755657",NC,35.902622,-78.785286,6,5,5
21279,Target,"42756456",NC,35.902705,-78.956707,8,5,4
21280,Macy�s,"6093564",NC,35.904,-78.94,11,8,5
21281,Target,"2881950",NC,35.904,-78.953,8,7,5
21282,Target,"5489653",NC,35.905,-78.786,6,5,5
21283,Ahold Delhaize,"42773827",NC,35.905263,-78.702857,5,1,
21284,Ahold Delhaize,"6420420",NC,35.907,-78.704,4,1,
21285,Walmart,"1966280",NC,35.912,-78.778,6,6,5
21286,Home Depot,"66681472",NC,35.912,-78.903,13,12,6
21287,Walmart,"2626601",NC,35.919,-78.885,12,7,3
21288,Ahold Delhaize,"3072831",NC,35.92,-78.81,5,5,1
21289,Ahold Delhaize,"42773868",NC,35.920471,-78.811072,5,5,
21290,Ahold Delhaize,"6449254",NC,35.921,-78.956,14,8,5
21291,Walmart,"6588506",NC,35.949,-78.925,17,10,2
21292,Family Dollar,"5833055",NC,35.949,-78.922,17,9,2
21293,Family Dollar,"6723990",NC,35.952,-78.84,3,2,1
21294,Walmart,"45820406",NC,35.954,-78.996,10,6,4
21295,Ahold Delhaize,"64285200",NC,35.956,-78.936,16,6,3
21296,Walmart,"66879736",NC,35.956,-78.936,16,6,3
21297,Home Depot,"31823939",NC,35.956,-78.936,16,6,3
21298,Ahold Delhaize,"2303172",NC,35.964,-78.908,17,9,4
21299,Target,"42763716",NC,35.966,-78.958788,9,6,2
21300,Target,"7264819",NC,35.97,-78.958,9,6,2
21301,Ahold Delhaize,"42773862",NC,35.974157,-78.793032,1,,
21302,Ahold Delhaize,"2303171",NC,35.975,-78.793,1,,
21303,Family Dollar,"5330725",NC,35.976,-78.79,1,,
21304,Family Dollar,"42549591",NC,35.976305,-78.791393,1,,
21305,Ahold Delhaize,"64290131",NC,35.982,-78.823,3,2,1
21306,Ahold Delhaize,"64309843",NC,35.988,-78.928,16,10,3
21307,Family Dollar,"5244822",NC,35.988,-78.9,14,9,7
21308,Dollar Tree,"67369283",NC,35.989,-78.924,17,9,4
21309,Ahold Delhaize,"6449253",NC,35.99,-78.86,9,7,5
21310,Family Dollar,"5244804",NC,35.993,-78.868,11,7,4
21311,Ahold Delhaize,"6449329",NC,36.014,-78.934,17,10,6
21312,Macy�s,"6094109",NC,36.017,-78.909,20,17,5
21313,Ahold Delhaize,"45937184",NC,36.019,-78.947,15,7,2
21314,Home Depot,"64236145",NC,36.029,-78.918,21,13,8
21315,Walmart,"6013459",NC,36.029,-78.844,2,,
21316,Family Dollar,"7910962",NC,36.032,-78.928,18,13,7
21317,Ahold Delhaize,"64284468",NC,36.038,-78.892,15,12,8
21318,Macy�s,"43283497",NC,36.04482,-78.897506,14,13,7
21319,Ahold Delhaize,"42773723",NC,36.058529,-78.927888,16,12,8
21320,Ahold Delhaize,"64285014",NC,36.059,-78.928,16,12,8
21321,Family Dollar,"42467401",NC,36.059409,-78.929018,16,12,8
21322,Family Dollar,"5536852",NC,36.07,-78.908,13,8,7
21323,Ahold Delhaize,"64285065",NC,36.077,-78.911,10,8,5
21324,Publix,"43275425",NC,36.078665,-78.9297767,9,6,4
21325,Ahold Delhaize,"6455962",NC,36.132,-78.728,,,
21326,Ahold Delhaize,"64285308",NC,36.147,-78.724,,,
21327,Family Dollar,"7780074",NC,35.678,-77.432,,,
21328,Walmart,"2344966",NC,35.683,-77.459,,,
21329,Walmart,"66293316",NC,35.883,-77.546,2,2,2
21330,Ahold Delhaize,"6479387",NC,35.898,-77.559,2,2,2
21331,Dollar Tree,"67415191",NC,35.902,-77.547,2,2,2
21332,Ahold Delhaize,"6456017",NC,35.903,-77.546,2,2,2
21333,Ahold Delhaize,"6456066",NC,35.93,-77.775,1,1,
21334,Family Dollar,"4743480",NC,35.932,-77.791,6,1,1
21335,Ahold Delhaize,"64284417",NC,35.942,-77.778,6,1,1
21336,Family Dollar,"4743476",NC,35.942,-77.778,6,1,1
21337,Family Dollar,"4743486",NC,35.943,-77.782,6,3,1
21338,Dollar Tree,"65446445",NC,35.958,-77.81,8,8,6
21339,Dollar Tree,"1968482",NC,35.958,-77.808,8,8,6
21340,Walmart,"15594165",NC,35.969,-77.809,8,8,5
21341,Target,"5509864",NC,35.972,-77.813,8,8,6
21342,Ahold Delhaize,"46018123",NC,35.973,-77.817,9,8,6
21343,Ahold Delhaize,"6455963",NC,35.973,-77.823,9,8,6
21344,Ahold Delhaize,"64284778",NC,35.974,-77.825,9,8,7
21345,Walmart,"66884071",NC,35.977,-77.812,8,8,6
21346,Family Dollar,"8064050",NC,35.998,-77.805,7,3,
21347,Walmart,"6723312",NC,36.002,-77.776,2,,
21348,Family Dollar,"6757939",NC,36.009,-77.611,,,
21349,Ahold Delhaize,"67272413",NC,36.024,-77.771,,,
21350,Ahold Delhaize,"8568121",NC,36.047,-77.746,,,
21351,Ahold Delhaize,"6451279",NC,36.05,-77.751,,,
21352,Ahold Delhaize,"6459954",NC,36.12,-77.423,,,
21353,Family Dollar,"4743506",NC,36.126,-77.423,,,
21354,Ahold Delhaize,"64290948",NC,36.131,-77.421,,,
21355,Walmart,"4911218",NC,36.028,-80.263,8,7,5
21356,Ahold Delhaize,"42773716",NC,36.042579,-80.258344,9,8,5
21357,Family Dollar,"5790887",NC,36.046,-80.26,10,8,6
21358,Ahold Delhaize,"45894914",NC,36.046,-80.26,10,8,6
21359,Ahold Delhaize,"3164296",NC,36.049,-80.328,9,7,5
21360,Family Dollar,"5471651",NC,36.049,-80.239,6,6,4
21361,Family Dollar,"6687609",NC,36.056,-80.209,4,,
21362,Home Depot,"63991551",NC,36.067,-80.315,9,7,7
21363,Walmart,"64021599",NC,36.068,-80.337,10,7,6
21364,Ahold Delhaize,"43056266",NC,36.068407,-80.219374,6,2,
21365,Ahold Delhaize,"46234675",NC,36.069,-80.219,6,2,
21366,Walmart,"8101247",NC,36.069,-80.31,11,7,6
21367,Target,"5509472",NC,36.069,-80.32,7,7,7
21368,Family Dollar,"5790710",NC,36.069,-80.207,3,,
21369,Target,"42755651",NC,36.069278,-80.319977,7,7,7
21370,Macy�s,"6093559",NC,36.072,-80.299,13,7,6
21371,Ahold Delhaize,"6479372",NC,36.076,-80.392,7,3,3
21372,Ahold Delhaize,"46234691",NC,36.077,-80.108,4,4,
21373,Ahold Delhaize,"6455889",NC,36.077,-80.109,4,4,
21374,Ahold Delhaize,"64309606",NC,36.077,-80.286,12,9,3
21375,Family Dollar,"5790881",NC,36.079,-80.179,1,,
21376,Ahold Delhaize,"6342246",NC,36.081,-80.34,11,7,3
21377,Ahold Delhaize,"64283836",NC,36.085,-80.257,8,4,2
21378,Family Dollar,"5790807",NC,36.085,-80.257,8,4,2
21379,Walmart,"7928233",NC,36.088,-80.101,4,4,4
21380,Dollar Tree,"67268132",NC,36.092,-80.268,8,4,1
21381,Ahold Delhaize,"64310183",NC,36.095,-80.429,3,,
21382,Family Dollar,"5790742",NC,36.101,-80.229,3,2,1
21383,Ahold Delhaize,"42773764",NC,36.10286,-80.225364,5,2,1
21384,Ahold Delhaize,"64309622",NC,36.103,-80.226,5,2,1
21385,Walmart,"8064809",NC,36.108,-80.37,5,1,
21386,Ahold Delhaize,"64310175",NC,36.109,-80.096,5,5,4
21387,Walmart,"66248655",NC,36.109,-80.102,5,5,4
21388,Ahold Delhaize,"45904073",NC,36.11,-80.085,5,4,4
21389,Target,"7264912",NC,36.11,-80.1,5,5,4
21390,Ahold Delhaize,"43046991",NC,36.110017,-80.096805,5,5,4
21391,Family Dollar,"5790873",NC,36.111,-80.241,5,2,2
21392,Dollar Tree,"1990814",NC,36.114,-80.086,5,5,4
21393,Ahold Delhaize,"6451296",NC,36.128,-80.065,5,1,
21394,Ahold Delhaize,"43021755",NC,36.134811,-80.240624,6,3,3
21395,Ahold Delhaize,"64283852",NC,36.135,-80.242,6,3,3
21396,Family Dollar,"5790847",NC,36.136,-80.242,6,3,3
21397,Walmart,"29573750",NC,36.146,-80.245,8,4,3
21398,Ahold Delhaize,"6389935",NC,36.151,-80.282,13,10,3
21399,Family Dollar,"5790801",NC,36.151,-80.282,13,10,3
21400,Ahold Delhaize,"6455875",NC,36.154,-80.359,1,1,
21401,Family Dollar,"5885522",NC,36.16,-80.321,10,4,3
21402,Walmart,"8137321",NC,36.162,-80.278,12,11,6
21403,Ahold Delhaize,"46234616",NC,36.162,-80.327,7,3,2
21404,Ahold Delhaize,"42773871",NC,36.167592,-80.152149,1,,
21405,Target,"5509450",NC,36.168,-80.279,12,9,7
21406,Target,"42772127",NC,36.168508,-80.278882,12,9,7
21407,Ahold Delhaize,"5264836",NC,36.169,-80.151,1,,
21408,Family Dollar,"10043623",NC,36.169,-80.15,1,,
21409,Dollar Tree,"2326611",NC,36.171,-80.162,,,
21410,Home Depot,"67358454",NC,36.177,-80.275,15,8,5
21411,Dollar Tree,"7408578",NC,36.189,-80.27,11,8,5
21412,Walmart,"7324246",NC,36.191,-80.275,11,9,5
21413,Family Dollar,"4881508",NC,36.215,-80.301,9,4,3
21414,Family Dollar,"43013851",NC,36.216455,-80.508152,,,
21415,Ahold Delhaize,"64284123",NC,36.233,-80.374,2,1,
21416,Family Dollar,"5244808",NC,35.82,-78.328,,,
21417,Family Dollar,"8673238",NC,35.828,-78.317,,,
21418,Dollar Tree,"67415206",NC,35.828,-78.317,,,
21419,Walmart,"5443121",NC,35.831,-78.296,,,
21420,Ahold Delhaize,"42773715",NC,35.832297,-78.318585,,,
21421,Ahold Delhaize,"63946521",NC,35.833,-78.319,,,
21422,Ahold Delhaize,"42773817",NC,35.874129,-78.539491,4,1,
21423,Ahold Delhaize,"66582091",NC,35.875,-78.54,4,1,
21424,Family Dollar,"8007210",NC,35.882,-78.506,,,
21425,Ahold Delhaize,"6459957",NC,35.917,-78.465,,,
21426,Ahold Delhaize,"42773741",NC,35.917333,-78.464764,,,
21427,Family Dollar,"5245430",NC,35.95,-78.106,,,
21428,Walmart,"2324522",NC,35.952,-78.535,5,5,3
21429,Family Dollar,"5244846",NC,35.959,-78.253,1,1,1
21430,Dollar Tree,"65445937",NC,35.966,-78.509,5,5,1
21431,Home Depot,"67299762",NC,35.972,-78.543,5,5,3
21432,Target,"5489240",NC,35.974,-78.542,5,5,3
21433,Target,"42772117",NC,35.974535,-78.54177,5,5,4
21434,Ahold Delhaize,"45976104",NC,35.982,-78.539,5,5,3
21435,Family Dollar,"5441337",NC,36.017,-78.515,2,,
21436,Ahold Delhaize,"5367458",NC,36.024,-78.477,1,1,1
21437,Ahold Delhaize,"6456053",NC,36.039,-78.497,1,1,
21438,Ahold Delhaize,"41194430",NC,36.04139,-78.49725,1,1,
21439,Walmart,"6002118",NC,36.084,-78.32,,,
21440,Family Dollar,"5269010",NC,36.087,-78.064,,,
21441,Walmart,"29952603",NC,36.09,-78.299,,,
21442,Ahold Delhaize,"6455955",NC,36.09,-78.301,,,
21443,Family Dollar,"4743572",NC,36.096,-78.296,,,
21444,Dollar Tree,"45614709",NC,36.099,-78.302,,,
21445,Family Dollar,"2925337",NC,36.1,-78.465,,,
21446,Ahold Delhaize,"65450000",NC,36.101,-78.464,,,
21447,Dollar Tree,"7798108",NC,36.103,-78.456,,,
21448,Ahold Delhaize,"6525490",NC,36.103,-78.456,,,
21449,Walmart,"9009692",NC,35.183,-80.928,14,4,2
21450,Walmart,"2325792",NC,35.214,-81.131,8,3,1
21451,Ahold Delhaize,"43056271",NC,35.214685,-81.16854,6,2,1
21452,Ahold Delhaize,"6455916",NC,35.215,-81.167,6,2,1
21453,Ahold Delhaize,"6611884",NC,35.222,-81.102,8,2,
21454,Publix,"10023517",NC,35.225,-81.133,15,5,2
21455,Family Dollar,"6521622",NC,35.233,-81.17,15,4,2
21456,Family Dollar,"5441335",NC,35.234,-81.222,4,,
21457,Ahold Delhaize,"3002810",NC,35.236,-81.204,5,5,1
21458,Ahold Delhaize,"43056272",NC,35.236013,-81.203895,5,5,1
21459,Family Dollar,"67442692",NC,35.242,-81.194,8,5,4
21460,Walmart,"8101979",NC,35.243,-81.125,15,13,10
21461,Family Dollar,"67442701",NC,35.244,-81.125,15,13,11
21462,Ahold Delhaize,"64234665",NC,35.244,-81.125,15,13,11
21463,Family Dollar,"67442694",NC,35.245,-80.938,9,5,3
21464,Ahold Delhaize,"6451294",NC,35.245,-80.938,9,5,3
21465,Ahold Delhaize,"6451198",NC,35.249,-81.081,15,5,
21466,Ahold Delhaize,"64234452",NC,35.251,-81.209,6,4,3
21467,Ahold Delhaize,"64234290",NC,35.252,-81.027,7,7,5
21468,Family Dollar,"67442691",NC,35.252,-81.026,7,7,5
21469,Ahold Delhaize,"8562685",NC,35.253,-81.183,13,7,5
21470,Ahold Delhaize,"42773718",NC,35.253013,-81.182342,14,7,5
21471,Walmart,"8045980",NC,35.254,-81.179,15,8,5
21472,Walmart,"7324319",NC,35.255,-81.034,7,7,6
21473,Walmart,"8038769",NC,35.258,-81.117,14,12,10
21474,Ahold Delhaize,"64311759",NC,35.258,-81.249,3,1,
21475,Dollar Tree,"25750038",NC,35.259,-81.173,17,12,6
21476,Family Dollar,"67442678",NC,35.259,-81.228,6,2,
21477,Walmart,"24976288",NC,35.259,-81.126,16,13,12
21478,Home Depot,"31824455",NC,35.26,-81.127,16,12,12
21479,Walmart,"2233043",NC,35.261,-81.226,6,2,
21480,Target,"42770567",NC,35.262716,-81.13183,16,13,12
21481,Family Dollar,"67442667",NC,35.263,-81.158,19,17,7
21482,Target,"6489444",NC,35.264,-81.134,16,13,12
21483,Ahold Delhaize,"42773870",NC,35.272084,-80.961662,6,2,1
21484,Ahold Delhaize,"6288283",NC,35.273,-80.961,6,2,1
21485,Ahold Delhaize,"5454272",NC,35.274,-80.96,7,2,1
21486,Family Dollar,"6556039",NC,35.278,-80.952,6,4,1
21487,Family Dollar,"5244837",NC,35.279,-81.188,12,6,3
21488,Ahold Delhaize,"6455849",NC,35.281,-81.048,6,6,2
21489,Family Dollar,"67442672",NC,35.288,-81.264,1,1,1
21490,Ahold Delhaize,"64119068",NC,35.289,-81.018,6,2,1
21491,Ahold Delhaize,"6451193",NC,35.298,-81.161,12,5,
21492,Ahold Delhaize,"8552345",NC,35.302,-80.986,2,1,
21493,Dollar Tree,"8863939",NC,35.316,-81.178,3,3,2
21494,Ahold Delhaize,"64231941",NC,35.316,-81.178,3,3,2
21495,Walmart,"8058588",NC,35.316,-81.197,3,3,2
21496,Ahold Delhaize,"6455917",NC,35.317,-81.19,3,3,2
21497,Family Dollar,"8302473",NC,35.317,-81.169,3,3,2
21498,Ahold Delhaize,"8548756",NC,35.318,-81.19,3,3,2
21499,Family Dollar,"67442681",NC,35.318,-81.19,3,3,2
21500,Walmart,"2665397",NC,35.328,-80.945,4,2,2
21501,Ahold Delhaize,"6451274",NC,35.353,-81.089,1,1,1
21502,Ahold Delhaize,"43056274",NC,35.35314,-81.088842,1,1,1
21503,Family Dollar,"5244826",NC,35.354,-81.09,1,1,1
21504,Dollar Tree,"9140620",NC,35.356,-81.094,1,1,1
21505,Family Dollar,"5943353",NC,36.39,-76.937,,,
21506,Family Dollar,"6894114",NC,36.441,-76.613,,,
21507,Family Dollar,"4743525",NC,35.323,-83.808,1,1,1
21508,Dollar Tree,"67382699",NC,36.121,-78.686,,,
21509,Ahold Delhaize,"6456050",NC,36.123,-78.689,,,
21510,Family Dollar,"5244877",NC,36.123,-78.689,,,
21511,Walmart,"5954629",NC,36.281,-78.606,,,
21512,Walmart,"66879531",NC,36.3,-78.585,,,
21513,Family Dollar,"2925215",NC,36.309,-78.593,,,
21514,Dollar Tree,"2920818",NC,36.312,-78.591,,,
21515,Family Dollar,"5833063",NC,36.316,-78.571,,,
21516,Ahold Delhaize,"45937451",NC,36.317,-78.63,,,
21517,Ahold Delhaize,"6458477",NC,36.322,-78.595,,,
21518,Family Dollar,"42942839",NC,36.446218,-78.568048,,,
21519,Family Dollar,"7753001",VA,36.543,-78.775,,,
21520,Family Dollar,"8203953",NC,35.425,-77.591,,,
21521,Ahold Delhaize,"42771259",NC,35.439571,-77.663862,2,2,1
21522,Ahold Delhaize,"8563003",NC,35.44,-77.664,2,2,1
21523,Family Dollar,"5832525",NC,35.44,-77.663,2,2,1
21524,Ahold Delhaize,"64290379",NC,35.581,-77.592,,,
21525,Ahold Delhaize,"42771288",NC,35.5937,-77.5853,,,
21526,Dollar Tree,"7382204",NC,35.597,-77.588,,,
21527,Family Dollar,"5832431",NC,35.617,-77.606,,,
21528,Ahold Delhaize,"3002816",NC,35.617,-77.606,,,
21529,Walmart,"8452467",NC,35.901,-79.948,4,4,2
21530,Ahold Delhaize,"46314946",NC,35.901,-79.948,4,4,2
21531,Ahold Delhaize,"64309320",NC,35.925,-79.982,4,4,2
21532,Family Dollar,"5790694",NC,35.925,-79.982,4,4,2
21533,Walmart,"5345506",NC,35.925,-79.989,5,4,2
21534,Ahold Delhaize,"46648399",NC,35.939,-80.036,3,3,
21535,Family Dollar,"5790696",NC,35.939,-80.036,3,3,
21536,Family Dollar,"5790859",NC,35.947,-80.004,8,2,1
21537,Ahold Delhaize,"64284034",NC,35.952,-79.994,10,5,1
21538,Family Dollar,"6687583",NC,35.96,-79.978,11,4,2
21539,Ahold Delhaize,"6205653",NC,35.961,-79.995,11,8,2
21540,Family Dollar,"5790770",NC,35.961,-79.995,11,8,2
21541,Family Dollar,"10177470",NC,35.963,-79.974,10,5,2
21542,Family Dollar,"5663960",NC,35.967,-80.013,11,10,3
21543,Ahold Delhaize,"2946537",NC,35.973,-79.71,1,,
21544,Family Dollar,"5790680",NC,35.981,-79.978,12,9,5
21545,Dollar Tree,"45871558",NC,35.984,-79.997,13,11,8
21546,Home Depot,"65433300",NC,35.985,-80.024,12,9,7
21547,Target,"5509462",NC,35.993,-80.008,13,12,7
21548,Ahold Delhaize,"67308565",NC,35.993,-79.938,7,4,1
21549,Target,"42763546",NC,35.994045,-80.008379,13,12,8
21550,Walmart,"5654504",NC,35.995,-80.029,12,10,5
21551,Ahold Delhaize,"64310221",NC,35.995,-80.031,12,10,5
21552,Walmart,"2945888",NC,36.002,-79.799,11,4,2
21553,Ahold Delhaize,"45683824",NC,36.007,-79.807,13,6,2
21554,Ahold Delhaize,"42773734",NC,36.007196,-79.807176,13,6,2
21555,Walmart,"7584257",NC,36.009,-79.898,9,4,1
21556,Family Dollar,"5244809",NC,36.009,-79.898,9,4,1
21557,Family Dollar,"5244698",NC,36.015,-79.805,13,11,2
21558,Ahold Delhaize,"43046997",NC,36.016989,-79.86363,15,12,4
21559,Ahold Delhaize,"6455912",NC,36.017,-79.864,14,12,4
21560,Family Dollar,"8989795",NC,36.02,-79.845,14,12,7
21561,Ahold Delhaize,"46648372",NC,36.021,-79.846,14,12,7
21562,Family Dollar,"8396779",NC,36.028,-79.802,13,12,2
21563,Walmart,"7766466",NC,36.029,-79.964,6,2,1
21564,Ahold Delhaize,"64309347",NC,36.03,-79.97,6,2,1
21565,Home Depot,"67395848",NC,36.033,-79.794,13,9,7
21566,Ahold Delhaize,"67252692",NC,36.033,-79.962,4,2,1
21567,Ahold Delhaize,"42773851",NC,36.03328,-79.962106,4,2,1
21568,Ahold Delhaize,"6271420",NC,36.037,-79.786,12,8,6
21569,Family Dollar,"5244814",NC,36.037,-79.786,12,8,6
21570,Walmart,"8482804",NC,36.04,-79.771,8,6,6
21571,Ahold Delhaize,"45802815",NC,36.041,-79.772,8,6,6
21572,Family Dollar,"7357087",NC,36.046,-79.799,15,10,1
21573,Family Dollar,"5244810",NC,36.053,-79.823,14,6,3
21574,Home Depot,"63991535",NC,36.054,-79.901,11,8,3
21575,Target,"5509460",NC,36.056,-79.903,9,8,4
21576,Walmart,"7973610",NC,36.056,-79.9,9,8,4
21577,Walmart,"7324265",NC,36.056,-79.903,9,8,4
21578,Target,"42763997",NC,36.056472,-79.907523,9,4,3
21579,Macy�s,"7390524",NC,36.06,-79.906,9,4,4
21580,Ahold Delhaize,"10334937",NC,36.064,-79.608,1,1,1
21581,Ahold Delhaize,"64275574",NC,36.067,-79.823,12,6,2
21582,Ahold Delhaize,"42773695",NC,36.068379,-79.867192,13,8,6
21583,Ahold Delhaize,"6479371",NC,36.069,-79.624,1,1,1
21584,Ahold Delhaize,"6479386",NC,36.069,-79.867,13,8,6
21585,Ahold Delhaize,"64275922",NC,36.076,-79.757,6,2,
21586,Family Dollar,"5244727",NC,36.076,-79.757,6,2,
21587,Ahold Delhaize,"6449341",NC,36.08,-79.816,9,5,3
21588,Dollar Tree,"67250748",NC,36.08,-79.816,9,5,3
21589,Dollar Tree,"63985527",NC,36.082,-79.832,14,5,2
21590,Family Dollar,"8104186",NC,36.083,-79.745,5,2,
21591,Macy�s,"6093561",NC,36.085,-79.831,8,5,2
21592,Walmart,"8199732",NC,36.089,-79.886,9,5,1
21593,Family Dollar,"5244827",NC,36.095,-79.745,5,4,1
21594,Ahold Delhaize,"42773706",NC,36.102678,-79.782328,8,5,3
21595,Ahold Delhaize,"6449335",NC,36.103,-79.784,9,6,3
21596,Ahold Delhaize,"63762633",NC,36.104,-79.784,9,5,3
21597,Target,"42763991",NC,36.104689,-79.821599,9,7,3
21598,Target,"9085334",NC,36.105,-79.821,9,7,3
21599,Walmart,"4798955",NC,36.109,-79.754,6,3,2
21600,Target,"42755505",NC,36.113804,-79.876749,6,4,1
21601,Ahold Delhaize,"63828561",NC,36.114,-79.879,6,4,1
21602,Target,"7264896",NC,36.114,-79.877,6,4,1
21603,Ahold Delhaize,"64275396",NC,36.119,-79.83,10,4,3
21604,Ahold Delhaize,"43286485",NC,36.1280533,-79.7976533,8,4,2
21605,Home Depot,"31683126",NC,36.13,-79.865,5,5,2
21606,Walmart,"6723330",NC,36.132,-79.858,5,4,1
21607,Ahold Delhaize,"45803382",NC,36.133,-79.858,5,4,1
21608,Ahold Delhaize,"6449340",NC,36.134,-79.787,6,4,2
21609,Walmart,"66879493",NC,36.135,-79.856,5,4,1
21610,Family Dollar,"5244779",NC,36.136,-79.785,5,4,1
21611,Ahold Delhaize,"4909177",NC,36.138,-79.866,5,4,1
21612,Ahold Delhaize,"6455913",NC,36.139,-79.834,5,3,1
21613,Ahold Delhaize,"42773872",NC,36.139261,-79.833576,4,3,1
21614,Ahold Delhaize,"63828626",NC,36.151,-79.712,,,
21615,Ahold Delhaize,"42773742",NC,36.151155,-79.711398,,,
21616,Ahold Delhaize,"10350613",NC,36.153,-79.711,,,
21617,Ahold Delhaize,"6455876",NC,36.191,-79.891,,,
21618,Ahold Delhaize,"42773779",NC,36.192663,-79.890529,,,
21619,Family Dollar,"42618283",NC,36.17826,-77.66538,,,
21620,Family Dollar,"4743515",NC,36.283,-77.279,1,1,1
21621,Family Dollar,"4743516",NC,36.389,-77.424,,,
21622,Family Dollar,"9210077",NC,36.4,-77.745,,,
21623,Family Dollar,"5239118",NC,36.426,-77.594,4,1,
21624,Walmart,"67433020",NC,36.428,-77.634,4,4,3
21625,Walmart,"66879507",NC,36.435,-77.639,5,4,4
21626,Family Dollar,"5441336",NC,36.435,-77.912,2,2,2
21627,Ahold Delhaize,"64285324",NC,36.435,-77.643,4,4,4
21628,Ahold Delhaize,"6732271",NC,36.435,-77.64,4,4,4
21629,Pilot,"9750780",NC,36.437,-77.645,4,4,4
21630,Family Dollar,"4904949",NC,36.443,-77.669,5,5,3
21631,Family Dollar,"2925229",NC,36.451,-77.648,6,4,4
21632,Dollar Tree,"25749862",NC,36.452,-77.65,7,4,4
21633,Ahold Delhaize,"64309797",NC,36.459,-77.669,6,4,2
21634,Ahold Delhaize,"6456003",NC,36.465,-77.692,3,1,1
21635,Ahold Delhaize,"67284683",NC,36.47,-77.651,7,4,1
21636,Family Dollar,"9339800",NC,36.5,-77.647,1,1,1
21637,Ahold Delhaize,"2435313",NC,35.292,-78.595,4,3,1
21638,Family Dollar,"2925293",NC,35.292,-78.596,4,3,1
21639,Ahold Delhaize,"41136585",NC,35.31098,-79.042878,1,1,1
21640,Ahold Delhaize,"2546005",NC,35.311,-78.609,5,4,3
21641,Walmart,"15594882",NC,35.314,-78.612,5,4,3
21642,Ahold Delhaize,"64284085",NC,35.314,-78.612,5,4,3
21643,Family Dollar,"2925223",NC,35.317,-78.623,4,4,4
21644,Pilot,"42979583",NC,35.318585,-78.575098,3,1,
21645,Pilot,"6797885",NC,35.319,-78.575,3,1,
21646,Ahold Delhaize,"6456060",NC,35.321,-78.634,5,4,4
21647,Walmart,"66879264",NC,35.323,-78.638,5,4,3
21648,Walmart,"67273521",NC,35.323,-78.643,5,5,3
21649,Dollar Tree,"65445996",NC,35.326,-78.673,4,2,2
21650,Ahold Delhaize,"64291030",NC,35.375,-78.541,3,3,3
21651,Family Dollar,"2925207",NC,35.377,-78.543,3,3,3
21652,Ahold Delhaize,"6455941",NC,35.377,-78.542,3,3,3
21653,Ahold Delhaize,"67405960",NC,35.382,-78.547,3,3,3
21654,Ahold Delhaize,"6451293",NC,35.388,-78.819,2,2,1
21655,Family Dollar,"9361973",NC,35.39,-79.195,,,
21656,Dollar Tree,"8753702",NC,35.398,-78.818,2,2,1
21657,Family Dollar,"9343727",NC,35.399,-78.819,2,2,2
21658,Ahold Delhaize,"64284107",NC,35.4,-78.818,2,2,2
21659,Family Dollar,"4743518",NC,35.414,-78.674,1,1,1
21660,Ahold Delhaize,"6404979",NC,35.419,-78.805,2,2,1
21661,Ahold Delhaize,"46580883",NC,35.438,-79.218,4,3,3
21662,Walmart,"5345747",NC,35.442,-79.127,6,5,4
21663,Family Dollar,"4743531",NC,35.444,-79.137,7,6,4
21664,Ahold Delhaize,"6275618",NC,35.452,-79.14,9,6,3
21665,Family Dollar,"4743587",NC,35.456,-79.153,10,7,4
21666,Ahold Delhaize,"63946564",NC,35.466,-79.153,13,9,4
21667,Family Dollar,"4743538",NC,35.466,-79.153,13,9,4
21668,Dollar Tree,"6111017",NC,35.467,-79.166,16,10,5
21669,Family Dollar,"4743537",NC,35.491,-79.189,14,12,11
21670,Family Dollar,"4743551",NC,35.512,-78.742,1,1,1
21671,Ahold Delhaize,"6345994",NC,35.517,-78.562,1,1,1
21672,Ahold Delhaize,"42773855",NC,35.518147,-78.560712,1,1,1
21673,Ahold Delhaize,"66481996",NC,35.526,-78.744,1,1,1
21674,Ahold Delhaize,"42773816",NC,35.526494,-78.744598,1,1,1
21675,Walmart,"46258809",NC,35.362,-83.203,3,3,3
21676,Dollar Tree,"46419403",NC,35.373,-83.224,3,3,2
21677,Family Dollar,"4743557",NC,35.374,-83.217,3,3,3
21678,Ahold Delhaize,"64318958",NC,35.376,-83.213,3,3,3
21679,Pilot,"9742983",NC,35.467,-83.009,2,1,1
